id,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,financial_loss_amount,sentiment_score,urgency_score,duration_of_ordeal_days,interaction_count,scam_archetype,communication_vector,payment_mechanism,company_behavior_flags,life_impact_categories,consumer_vulnerability_tags,regulatory_issues,third_party_entities,linked_financial_institutions
7fbc1951-b5b1-4b5a-a28f-3b6636a0a04e,01/17/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,None,"Im writing to formally express my concerns regarding Zelles handling of disputes, particularly in light of recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that tracking theses transactions was infeasible. The CFPBs findings indicate that Zelle not only neglected to protect customers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. This lack accountability and transparency is unacceptable and raises serious concerns about consumer safety.",None,"Early Warning Services, LLC",MA,01545,None,Consent provided,Web,01/17/25,Closed with explanation,Yes,N/A,11558531,0.0,-0.8,5,30,3,Unauthorized Transaction,App,Zelle,Denied Claim|Failure to Investigate,,,Regulation E,Zelle,
ef7d0cb5-ce53-4ba2-a274-40e47d053f0e,06/25/22,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I have two cards with Chase- ( 1 ) XXXX XXXX ) ( 2 ) Amazon PRIME card. I have never missed a payment. I manage my account online and receive paperless statements. On XX/XX/2022, it came to my attention that my credit line had been significantly reduced. I called to ask why and the customer service person read a form letter that they said they mailed to me - through regular mail. As I mentioned, I manage my account via paperless statements. I had NO IDEA my credit line was - without reason - reduced. Here 's the thing : CHASE can do this and then charge people outrageous "" over the limit '' fees. I was lucky, I paid my balances and closed my account. This will impact my credit score. It's a scam- and I want to make you aware of it. I want some kind of action taken -please let me know what I can do to make sure this doesn't happen to someone who has their back against the wall. Thank you for your help.",None,JPMORGAN CHASE & CO.,MA,01970,Older American,Consent provided,Web,06/25/22,Closed with explanation,Yes,N/A,5706839,0.0,-0.9,6,1,1,Predatory Banking Practice,Mail,Credit Card,Credit Limit Reduction|Lack of Notification,Credit Score Damage,,Adverse Action Notification,,Chase
687acba4-47c0-42f5-9525-c13ffba7c251,01/14/22,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"Hey XXXX  ; XXXX ; XXXX ; For the last several months I been trying to resolve some issues with late payments with XXXX XXXX XXXX, but I havent received any documents that proves the validity of their claim and they continue to report incomplete, inaccurate, unverifiable information on my credit report. This has been devasting to my ability to get any loan or even credit extended to me. Wasnt XXXX sued by 39 Attorney generals, and cfpb before XXXX unfair handling and predatory issuance of student loans, it amounts to sufficient relief for hundreds of thousands of borrowers across 38 states and Washington D.C. who were allegedly scammed by the company. 

XXXX knew that people relied on their loans to make a better life for themselves and for their children and instead of helping them, they ran a multibillion dollar scam, Pennsylvania Attorney General XXXX XXXX said at a XX/XX/XXXX press conference.",None,"Maximus Federal Services, Inc.",MA,02301,None,Consent provided,Web,01/19/22,Closed with explanation,Yes,N/A,5111703,0.0,-0.9,8,180,5,Student Loan Scam,Mail,Student Loan,Inaccurate Reporting|Predatory Lending,Credit Score Damage|Inability to get loan,,FCRA Violation,Navient,
c4fbe20f-8f6b-49ca-8ab0-55937e69a7e0,01/15/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Confusing or missing disclosures,None,"I am writing to formally express my concerns regarding Zelle 's handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. The CFPB 's findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. This lack of accountability and transparency is unacceptable and raises serious concerns about consumer safety.",None,"Early Warning Services, LLC",MA,026XX,None,Consent provided,Web,01/15/25,Closed with explanation,Yes,N/A,11557013,0.0,-0.8,5,30,3,Unauthorized Transaction,App,Zelle,Denied Claim|Failure to Investigate,,,Regulation E,Zelle,
b00410ba-3256-4da9-a534-e1c4e6ba4ae1,12/23/22,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"I became victim of a scam last XXXX by a company called "" XXXX '' through which I invested about {$13000.00} on cryptocurrency via CRYPTO.COM. They used all types of incentives to have me put in my money. All my transactions had been from my XXXX accounts through Crypto.com to their fake digital wallet on my profile. I realized that I was being scammed when I was told to pay taxes on the "" fake '' earnings that were posted in my account on their website. Knowing that only the IRS has the authority to collect tax on investment earnings, I started digging more and found out the whole platform was fake. I confronted them and they threatened to freeze my account. I reached out to XXXX  for assistance with no success. "" XXXX '' cleverly orchestrated a prevalent scheme of deception to lead people to invest significant sums while knowing that those would-be investors would ultimately lose the money, they had entrusted to it. The overall purpose of the scheme was to target and defraud people who are often inexperienced and nave, in pursuance of illicit wealth through various fraudulent representations. I did not know, and through the exercise of reasonable diligence could not have discovered, the fraud that was being perpetrated upon me by the Company. As a result of this, I was deceived into transferring my funds for investment returns that were never delivered. I will certainly never receive any monetary value for the investments considering the way the Company had their scheme rigged thus causing significant economic damage to me. I put in claims through XXXX and provided proof of all the fraudulent activities that had been a victim of, unfortunately they denied XXXX of them. I hired a XXXX party company, XXXX XXXX XXXX to help me build a case against both XXXX and Crypto.com. XXXX has not been responsive at all and XXXX completely denied all the claims. The 3rd company promised they would do everything to help me get my money back but I have not heard from them for about 3 months. I also paid the company a retainer to start the process. We entrust Banks to safeguard our hard earned money. Financial institutions are well aware of the scope and nature of cybercrimes as related to cryptocurrency and the risks that these pose to their clients, who, in contrast, mostly have limited knowledge of these dangers. Scam victims have relatively little freedom of reactivity ; under such circumstances, they respond immediately, instinctively, and invariably to the specific demands of the perpetrator. Being able to consciously refrain from reacting in such a way is extremely difficult and sometimes impossible. This complex issue has caused substantial harm to me and other people who have been victims of the same schemes. Those institutions should implement controls to protect people like me with no investment knowledge as we are the main preys of those predators.",None,"Foris DAX, Inc.",MA,023XX,None,Consent provided,Web,12/23/22,Closed with explanation,Yes,N/A,6356598,13000.0,-0.8,9,120,4,Crypto Investment Scam,Online Platform,Crypto Transfer,Denied Claim|Lack of Security,Significant Economic Damage,Inexperienced Investor,Inadequate AML Controls,Crypto.com|IRS,
6d956634-2a40-4016-8b62-0f78d7c7602e,02/13/23,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,None,"On XX/XX/XXXX, just after XXXX XXXX, XXXX XXXX contacted me by phone saying that my account information was different than before and that I had applied for a credit card through XXXX XXXX. The most recent bill on the use of this credit card had not been paid and needed to be paid by me and would have to be reported to the court if not paid. After confirming that the account was in my name but that I did not own the account, I was advised to file a report with the location of the XXXX credit card ( XXXX, XXXX XXXX ). During the reporting process, the XXXX police said that I was in possession of the stolen money from a XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX a month later, and then eventually handed me over to the prosecutor and submitted my personal funds to be inventoried. I sent a message to the prosecutor on the evening of XX/XX/XXXX ( US time ) stating that our family could only provide {$150000.00} and he said he understood and would negotiate with me for the remainder. My parents transferred the money to me on XX/XX/XXXX XXXX time and XXXX XXXX XXXX asked me to send him a screenshot of the amount in my account and said he would record it for me. On XX/XX/XXXX and XXXX, I was asked to submit the amounts. He also asked me to take pictures of the documents after submitting them to him. He also told me to report to him if the bank called to confirm and the amount was transferred. XXXX XXXX XXXX said the one submitted on XX/XX/XXXX arrived on XX/XX/XXXX US time, and the one submitted on XX/XX/XXXX informed me on XX/XX/XXXX that it arrived. On the morning of XX/XX/XXXX U.S. time, XXXX XXXX XXXX sent a message to me saying that after their meeting they said that I needed another {$50000.00} for my review funds. After I explained to my family, they transferred the money to me on XX/XX/XXXX and the submission was made on the same day, also to a different XXXX XXXX account. In the early morning hours of XX/XX/XXXX, the same day, XXXX XXXX XXXX changed to a new XXXX account to contact me. In the early morning hours of XX/XX/XXXX US time, XXXX XXXX XXXX sent me a message and said the funds had arrived. During this time or daily reports until XX/XX/XXXX, the XXXX XXXX XXXX said he would meet today and asked me to restore my phone to factory settings and to re-register my apple id. He then gave me a code word and told me that a special agent would contact me in about 10 days for the funds to be returned. He would contact me again after the funds were returned and his account would be sent for testing and reported suspended. Until today ( XX/XX/XXXX ), no one has contacted me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,021XX,None,Consent provided,Web,02/13/23,Closed with explanation,Yes,N/A,6566378,200000.0,-0.9,9,40,12,Law Enforcement Impersonation,Phone,Wire,Lack of Fraud Detection,Life Savings Loss,,Impersonation Scam,Police|Prosecutor,
227edd53-d9d0-454b-8829-5f09cf73686e,10/20/22,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Problem getting a working replacement card,"On XX/XX/22 I reported ID theft. Capitol One closed my then current account, and sent me a new card BUT they would not allow access until I provided authentication of ID, which I supplied 3 TIMES -- via 1 ) cell phone photos, 2 ) FAX, and 3 ) printed, mailed copies of : REAL ID, utility bill, and SS card. Every time they have refused to acknowledge validity/authentication, repeatedly insisting on a CLEAR picture on the REAL ID MA state license, but the photos is a little blurry, AS ALL DRIVERS LICENSE PHOTOS are. Also they are having issues with the copy of utility bill I sent- and they are still requesting THE SAME information A 4TH TIME. I CAN '' T MAKE A DIFFERENT PHOTO ON MY ID. 
I NEED TO ORDER MEDICATIONS AND SUPPLEMENTS FOR MEDICAL CONDITION. 
I NEED TO PAY BILLS VIA CREDIT CARD. This is all via phone, they have not sent any documents informing me of any of this, which seems suspicious, and I am wondering if there is a scam operation within or acting as Capitol One. They are informing me there are fraudulent charges on my account but they are denying me that information BUT I have not been able to access my account since XX/XX/22 and have not been able to make any charges. CO is treating me like a criminal and continuing to harass me when I request access to my account which is in good standing. They are refusing to acknowledge the payment I sent",None,CAPITAL ONE FINANCIAL CORPORATION,MA,010XX,Older American,Consent provided,Web,10/20/22,Closed with non-monetary relief,Yes,N/A,6104391,0.0,-0.8,9,30,4,Identity Theft,Phone,Credit Card,Unreasonable ID Requirements|Account Freeze|Lack of Documentation,Medical Condition Risk|Inability to pay bills,Medical Patient,Inadequate Customer Identification Program,,Capital One
7cd2d028-a921-4af0-8968-e12aa1e46376,11/15/22,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"I have been severely financially impacted as a result of Coinbase refusing to return the {$30000.00} XXXX tokens to me. On several occasions I have shared my frustration with Coinbase customer service only to be denied my request for a refund. They convey XXXX empathy or compassion for my situation for such a large organization. Coinbase has the ability to return the {$30000.00} which is currently sitting in XXXX. I've even offered to pay a fee for the return only to be once again denied.I am very disappointed in Coinbase 's response to the inquiry which will only discourage other customers from conducting business with them including myself. Unfortunately, I'm not the only victim for a case like this as many other people have experienced the same problem with XXXX resolution from Coinbase. It breaks my XXXX that I don't have this money as it was going to be used for a downpayment on a house for my family. Now we're stuck in this tiny apartment until we can build up enough funds to purchase a home. Please help me as we have all suffered from this misfortune from Coinbase.",None,"Coinbase, Inc.",MA,010XX,None,Consent provided,Web,11/15/22,Closed with explanation,Yes,N/A,6205824,30000.0,-0.9,9,60,5,Crypto Asset Recovery Issues,Online Platform,Crypto Transfer,Denied Claim|Lack of Empathy,House Downpayment Loss|Living Conditions Impact,,Custodial Liability,Coinbase,
be669a13-a6e6-40ce-bf98-b14a2210374b,01/29/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,Account got hackedsomeone did a wire and account got closed after havent been able to open another bank account since.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,02368,None,Consent provided,Web,01/29/25,Closed with explanation,Yes,N/A,11839266,0.0,-0.7,8,1,0,Account Takeover,Unknown,Wire,Account Closed|Denied Service,Banking Access Lost,,Regulation E,,
3c3d3608-55fe-4bb6-a8d6-cb5fd5e14cbc,03/11/24,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,"It is a claim for my PayPal account : XXXX I called the seller numerous times the week before the alleged delivery date because XXXX had never attempted to deliver my package and each time attributed the unsuccessful delivery to a different absurd reason. I took off of work that week to be physically present in my apartment to receive the package as well. 

I filed my claim on XX/XX/year> and the seller responded a week after. 
However, it took whoever from PayPal that was assigned to my case more than 1 month to investigate this case. Meanwhile, I called PayPal multiple times for updates. During one of the calls I had, the Investigation/Resolution associate told me that the seller responded to them with the same tracking number and info as I provided in my XXXX-page pleading and nothing more. Further, the associate informed me that they are waiting longer because PayPal wants to see if the package moves after 30 days had passed. ( Because the tracking showed that the packaged was still at the XXXX XXXX ). 

Now, whoever from PayPal was assigned to my case closed the case with a reason that a signature was provided. In my pleading, I made it very clear that the package required my signature ( the receiver ) and I never ever signed anything that week from XXXX. I also stated that if a false signature was given by someone else, then it is FORGERY- a federal crime. Moreover, the alleged delivery location was not even the same as mine. The PayPal employee clearly couldn't even bother to read my detailed pleadings which detailed all the material facts and all the discrepancies with XXXX. This is absolutely absurd! If PayPal wants to facilitate XXXX 's foul play, then PayPal has evidently implicated itself into this case as an accomplice. I can not believe that PayPal 's Consumer Protection was nothing but a sham to elicit consumers like me to consistently use their service. Once there is a problem, they could not even do their due diligence to follow through their promises.",None,"Paypal Holdings, Inc",MA,02150,None,Consent provided,Web,03/11/24,Closed with explanation,Yes,N/A,8525132,0.0,-0.9,7,37,5,Non-Delivery Scam,Website,PayPal,Denied Claim|Delayed Investigation|Failed Due Diligence,Lost Wages,,Fair Credit Billing Act Violation,XXXX Shipping Carrier,
0390d0c0-149e-41dc-a828-bbaa942e1730,04/05/23,"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,None,"I called Bank Of America to report my claim of Fraud that happened through XXXX. I called on XX/XX/2023 moments after it happened. I was tricked by someone who I thought was a Bank Of America employee to send over money to him due to fraudulent actions reported on my account. I received a call from the Bank Of America customer support phone number. I believed this even more because I do have proof of previous claims filed, that I actually did receive my money back from, which I was happy about at the time. I was told on the XXXX that I would be able to receive provisional credits for the transaction that happened. I am young and new to banking on my own so I was not aware of the dangers of fraud out there. The total amount that I wanted to dispute was {$3300.00}. This is money that I have been saving so losing this amount in a moment is detrimental for me as that was all that was in my account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,02121,None,Consent provided,Web,04/05/23,Closed with monetary relief,Yes,N/A,6790637,3300.0,-0.8,9,1,1,Bank Impersonation,Phone,Zelle,Misleading Information,Loss of Savings,Student|Young Adult,Regulation E,,Bank of America
ea40448d-cb2e-40ea-a27e-17151e747c40,03/18/24,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On XX/XX/2024, I made an online purchase from a seller on the website XXXX for XXXXXXXX XXXX which amounted to {$170.00}. 

On XX/XX/2024, I received a tracking number for this purchase. Upon checking the tracking number, I noticed the originating scan on the XXXX tracking number was in XXXX, MA, but the seller was located in California. This was my first suspicion. 

On XX/XX/2024, I received an email that the item was delivered. The item was not delivered. I checked all along my house, yard , street, and asked my neighbors if they may have received it by accident. It was nowhere to be found. When I checked the tracking number, it stated it was received by someone unknown to me named XXXX. I immediately opened a dispute with XXXX because at this point I knew something was wrong. 

After going back and forth with XXXX, stating that the item wasnt delivered, I realized I wasnt going to get support from a human being. All responses were canned responses from bots that were not trying to solve the issue, and after many frustrating responses, I gave up. 

At that point, I then called XXXX to get the scoop on the tracking number and found out where it really went ( and came from ). The XXXX rep I spoke to, XXXX, was able to dig up all the relevant information and send it to me in an email. I will attach the email as a document to this complaint. 

From this information via XXXX at XXXX, the seller from XXXX simply found and inputted a random tracking number and used that as proof to XXXX that he shipped it. However, this is a tracking number that the cable company XXXX XXXX used for a shipment to someone in the same town ( different zipcode! ) as me at XXXX XXXX XXXX, XXXX XXXX! 
FYI, my address is XXXX XXXX XXXX, XXXX XXXX... 

I tried one last time to get XXXX support to help me, so I emailed them the information I got from UPS. XXXX support still did not assist, saying that the transaction is closed and there's nothing they can do to help me. 

Apparently this is a very common scam ( as I am now learning ) wherein the seller mines for a tracking number going to the same zip code - although the seller couldnt even do that right, as its not even my zip code! 
They use that stolen tracking number so that XXXX sees it as delivered to the same town. XXXX then washes their hands of it and tells the buyer to pound sand. 

I have now opened a dispute with Capital One, but they have closed the dispute parroting the XXXX line of "" well, the tracking shows it was delivered! '' I have re-opened the dispute with Capital One and added additional evidence gleaned from the email I received from the XXXX representative. The case number with them is XXXX. 

Furthermore, if XXXX states that the buyer left a review for the seller so they mustve received the item and been happy with it!... I'll also attach my review of the seller to this complaint so you can see what I said.. It's not positive. 

I will also attach CapitalOne 's initial denial of the dispute claim.",None,CAPITAL ONE FINANCIAL CORPORATION,MA,01701,None,Consent provided,Web,03/18/24,Closed with explanation,Yes,N/A,8568228,170.0,-0.8,5,14,6,Tracking Number Scam,Email,Credit Card,Denied Claim|Automated Customer Service|Parroting Third Party,,,Fair Credit Billing Act Violation,UPS|XXXX Marketplace,Capital One
44fe545b-1b0f-4945-a02e-da470ec9595a,09/13/21,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"Thursday XXXX XXXX XXXX. I met with an agent at the Bank of America branch in XXXX, RI. I showed the agent the emails on my phone ( attached to this complaint ) and wiring instructions from the scammer and explained how I verified the beneficiary and he had no doubts. I told him that I called one of the numbers on the email and it was out of service. When I called the other number it got through to someone and I explained what I was calling for and asked to be transferred to the paralegals name at the law firm and then got hung up on. I then told the agent that due to no calls getting through I emailed the scammer asking the amount to verify that this person had access to the closing disclosure, which was a secure document. Only the law firm and broker would know that amount. The scammer got back to me with the exact amount of {$23000.00}. The agent said that was a good way to check and asked if the account name on the wiring instruction matched with the attorney 's name at the law firm and I said yes, which is factually true. The agent also asked if the addresses matched and I said yes, which is factually true. The agent then continued to wire the funds to the scammer using the wiring instruction under my consent. The bank agent in this case should have given due diligence to ensure the consumer is not falling victim to a scam. The narrative shows that there were instances where the bank agent could/should have recognized scam characteristics. Also the agent should have done more preventive care. A first time home buyer who is not aware of mortgage wire fraud would not know if they are being scammed. The bank should be well aware of mortgage wire fraud to help their clients ensure they are sending the funds to the rightful beneficiary. I informed the agent that I could not get a hold of the law firm administering the closing over the phone and that should have caused the agent to advise not to wire until I can get on a call with the law firm. I paid a service fee of {$30.00} and have been a customer for 6 years. Bank of America could have helped in preventing me from wiring {$23000.00} to a scammer and they should improve their services to better protect their customers from scams. All of Bank of Americas action since has been that they sent a recall and that there is no guarantee of getting any of the money back into my account so file a police report. They said they will contact me with updates, but only update me when I call them which consists of holding for an hour.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,010XX,None,Consent provided,Web,09/13/21,Closed with explanation,Yes,N/A,4716243,23030.0,-0.7,10,7,3,Mortgage Wire Fraud,Email,Wire,Failed Due Diligence|Poor Communication|Charged Service Fee,Loss of Savings|Housing Instability,First Time Home Buyer,Fiduciary Breach,Law Firm|Broker,Bank of America
771e08a9-ac13-48e0-b5f3-9beae14a9554,04/01/21,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,None,Cash app allowed fraudulent withdrawals on my account in XXXX XXXX most of these took place on XX/XX/2021. These where withdrawals that would require me to approve which I did not. Also I did not know one of the people on the list.They all took place betweenn XXXX ; XXXXXX/XX/XXXX to XXXX ; XXXXXX/XX/XXXX. They where all in California.,None,"Block, Inc.",MA,026XX,Older American,Consent provided,Web,04/01/21,Closed with explanation,Yes,N/A,4263574,0.0,-0.6,6,30,1,Unauthorized Account Access,Unknown,Cash App,Security Failure,,,Regulation E Violation,,
cb3fc93a-1817-430a-8aa8-317bc9ccc7b1,05/16/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,"Apparently a "" wrong # scam ''. I received a text, similar to "" are you available tomorrow ( Sunday ), I have been meaning to catch up ''. I responded, "" I'm available but I don't know who the heck this is ''. She responded, "" Oh I have the wrong # ''. Then we began chatting. She was very good, very persuasive. We texted for a few days, she appeared to want to make a romantic contact with me and she described she's a financial whiz, makes money trading on the gold market. Her contact info is ; Name ; XXXX ; What's App # is XXXX ; from XXXX XXXX XXXX 

Shame on me, I transferred {$10000.00} to XXXX XXXX XXXX XXXX seems legitimate but then she manipulated me to exchange for crypto at a site called Sunbit ( www.sueappun.com ). This appears to be a fake crypto exchange site. At first she guided me thru trades and I made a couple grand, to gain her confidence. Then the {$10000.00} went away little by little. She tried getting me to wire another {$50000.00} but I declined. She said she "" deposited '' her own {$50000.00} in Sunbit, as a way of "" good faith ''. But I ignored her. She's threatening to sue for that {$50000.00}, saying I need to wire her {$50000.00} USD, which I have obviously ignored.",None,"Sunbit, Inc.",MA,011XX,None,Consent provided,Web,05/30/25,Closed with explanation,Yes,N/A,13563582,10000.0,-0.9,7,5,0,Pig Butchering,Text,Crypto,,Loss of Savings,,,Sunbit Exchange|What's App,
3f41612b-3d1a-4316-9ea6-325b27df6eb7,07/14/20,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"I received multiple letters from Convergent Outsoucing asking me to pay a debt from a company ( XXXX ) with whom I have never done any business. Convergent stated that if I paid the debt, they would be willing to satisfy your account in full for 65 % of your total balance. I assumed it was a scam with the first letter ( and destroyed it ). With the second letter I contacted convergent but they kept passing me from one operator to another with long wait times between. No one would address me with the issue.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Convergent Resources, Inc.",MA,017XX,None,Consent provided,Web,07/14/20,Closed with explanation,Yes,N/A,3744253,0.0,-0.6,4,14,1,Phantom Debt Collection,Mail,Unknown,Rude|Unresponsive,,,FDCPA Violation,Convergent Outsourcing,
98802724-a1eb-4134-a53b-852b82786d41,05/10/23,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,We received a hacked email from our contractor. It was his real email address asking to change the final payment instructions to be XXXX instead of check. We sent XXXX via td bank to the scammer. We realized this when our contractor called asking about the payment. The bank is rejecting our disputes.we have sent all paperwork already via the branch manager forwarding to the fraud department. This included the entire hacked email trail and police report.,None,TD BANK US HOLDING COMPANY,MA,01915,None,Consent provided,Web,05/10/23,Closed with explanation,Yes,N/A,6952761,0.0,-0.7,8,2,2,Business Email Compromise,Email,Zelle,Denied Claim,,,Regulation E,Police,TD Bank
2fc9baff-e401-45e5-b666-1ab4456b8eff,02/04/22,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,"Because of the negative press surrounding Navient, I started digging into my situation with them and noticed that within my account history it shows that most of my payments for 15 years have been applied only to interest. In 15 years I have paid principal maybe 15 times. So 15 months of principal payments and XXXX years of interest payments. My balance at start was XXXX ( 15 years ago ) and now its XXXX. My interest rate is XXXX -- so now that I am more knowledgeable, I realize that I am paying at a minimum XXXX monthly in interest but they have had me in payments well below for most of my loan. My lack of financial knowledge helped them take advantage of me. They do not disclose accrued interest at all. at no time was I ever informed that my payments were not sufficient to be applied to principal. And despite my history showing some larger payments as well, the amounts applied to the principal is very small. If this isn't predatory lending, I can't imagine what is. After seeing my history I realized that thousands upon thousands were just added to my principal and so hence my XXXX current balance. So it seems that for 15 years I have been paying and paying approx XXXX - XXXX $ into the wind. And now I realize why all of my payments were below the daily interest amount. So that I would always pay just interest. Never actually paying my school loan that they give so easily to students who are just starting to get their education and don't understand finance. It appears to me that upon signing my school loans, I entered into a life of servitude to the loan servicers sallie mae and navient. Just about the only thing I can do now is speak to lawyers, file complaints and post on social media every time I have to make a payment. Obvious now that they have been living high off of free money for years. Also I have come to find out that somewhere along the line, my federal loans became federal private loans which is also something I was not aware of but probably signed onto within the myriad of documents you need to sign. I have been deceived here and pushed into paying them for life. There's no way that an original loan, the price of a car should turn into life long payment servitude. How many other loan recipients had their loans converted into private loans and then creamed with accrual interest city. Navient just told me on XX/XX/2022 that I had an accrued interest arrears of XXXX that had to be paid off first before any of my payments could go to principal. Why were they not rushing to tell me this at any point during my loan that they have been servicing for years. It's not in their best interest to tell me because how could I remain in servitude to them for the rest of my life and then they would try for my estate right? This is such a scam. At least we live in the age of social media where hundreds of thousands will be interested in seeing how this works. At least my story can help others. What kind of assistance can I get here? This contract is imperiling my ability live. I'm XXXX and have been paying a school loan for 15 years that has only ballooned. So 15 years of interest and an ever increasing balance? How is this legal??",None,"Navient Solutions, LLC.",MA,02740,None,Consent provided,Web,02/04/22,Closed with explanation,Yes,N/A,5188338,0.0,-1.0,9,5475,10,Predatory Lending,Unknown,ACH,Lack of Transparency|Predatory Interest,Debt Trap|Housing Instability,Student|Elderly,UDAAP,Sallie Mae,Navient
e598cea4-abe9-4b41-ad2e-33439f33e291,03/20/20,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Reporting company used your report improperly,"I XXXX XXXX file a complaint against XXXX XXXX XXXX and XXXX XXXX XXXX  XXXX XXXX. It appears that once again, a national bank is at it again, selling off my past information to agencies such as debt buyers that are not even regulated for licensing in the Commonwealth of Massachusetts. Since the decision was made on Henson v. Santander Consumer USA, consumers throughout the United States are now stripped of their protective rights under the Fair Debt Collection Practices Act. I hereby attach a copy of a recent Experian credit report, and as you can see there is only one XXXX XXXX account on my report. Im in the middle of paying off my remaining charged-off debts as I went through multiple personal and medical issues over the past several years. Today I am gainfully employed and doing everything right to regain respectability in the credit community. I also had a default judgment reversed by a law firm that had to cover their aggressive collection practices by agreeing to vacate the judgment if I agreed not to file any additional complaints, such as with the Bar Overseers in the Commonwealth of Massachusetts. I had two collections reversed as they were outdated. Now my name is out there once again with the debt buying industry, an industry that is a complete scam to consumers in the United States. I am a woman of minority status, being a person of 50 % XXXX and 50 % XXXX heritage. I work a very responsible job for the Commonwealth of Massachusetts, and I believe that debt buyers target minorities due to their limitations within the financial system in general. I have been the target of XXXX  and I do not believe that proper due diligence was proved on ownership of the three attached attempts to collect on transactions that are no longer enforceable. Secondly, my information on these collections will eventually be posted on each credit bureau without prop of collectability, or that the debts are legitimate. We need action on a national level to permanently cease and desist this activity. I demand a release of these collections immediately and a statement that if any attempt to place these collections on any of my credit bureaus will be rescinded immediately. If these actions are not taken I will : 1 ) submit additional complaints within the Commonwealth of Massachusetts agencies such as the Office of Attorney General and the Massachusetts Department of Banking ; 2 ) submit complaints with the NAACP and Urban League, as I believe that a proper investigation will prove XXXX bias in the debt purchase scam, as well as with their lawyers that enforce these judgment actions in our district courts, and ; 3 ) I have three additional areas to steer this issue to that I will reserve at this time. These collections total approximately {$3000.00} and they are all illegal and uncollectible in the Commonwealth of Massachusetts. I demand my files to be purged with XXXX XXXX XXXX and Consumer Financial Protection Bureau sanctions against XXXX XXXX XXXX XXXX XXXX, for the free hand they have incorporated into the write off of re-aged debts. I will submit a complaint with each credit bureau to make them aware that both XXXX XXXX XXXX and XXXX XXXX XXXX  XXXX XXXX. are in violation of their subscriber agreements respectively.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MA,01109,None,Consent provided,Web,03/20/20,Closed with non-monetary relief,Yes,N/A,3574015,3000.0,-0.8,7,365,3,Zombie Debt Scam,Mail,Unknown,Aggressive Collection|Illegal Debt Re-aging,Credit Score Damage,Minority Status,FDCPA Violation|FCRA Violation,Experian|NAACP|Urban League,Santander Consumer USA
